frame_id,ocPitch,drv_color,drv_position,drv_type,drv_trackingId,drv_enable,drv_multiple,drv_roadBoundaryType,drv_vcs_start,drv_vcs_end,drv_vcs_predicted_start,drv_vcs_predicted_end,drv_lineWidthModel_C0,drv_lineWidthModel_C1,drv_segment_num,drv_segment_start,drv_segment_end,drv_segment_C0,drv_segment_C1,drv_segment_C2,drv_segment_C3,rb_color,rb_position,rb_type,rb_trackingID,rb_enable,rb_multiple,rb_roadBoundaryType,rb_vcs_start,rb_vcs_end,rb_vcs_predicted_start,rb_vcs_predicted_end,rb_lineWidthModel_C0,rb_lineWidthModel_C1,rb_segment_num,rb_segment_start,rb_segment_end,rb_segment_C0,rb_segment_C1,rb_segment_C2,rb_segment_C3,drv_lines_num,rb_lines_num,num_of_merged_point,merge_pos_lon,num_of_branch_point,branch_pos_lon,confidence
10,-0.0397012,1,3,3,2,1,1,1,5.86088,31.8943,4.0096,30.0295,0.187626,0.00484125,1,4.0096,30.0295,2.9968,-0.0295532,-0.00129556,-2.00396e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,33.6965,0,-1,0.05
10,-0.0397012,1,4,3,1,1,1,1,5.1412,77.9802,3.99681,79.4368,0.294991,0.00530187,1,3.99681,79.4368,-0.69744,-0.0620434,-0.000731469,-1.40171e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,33.6965,0,-1,0.05
10,-0.0397012,1,5,2,3,1,1,1,7.41774,36.2467,5.98167,35.9022,0.185373,0.00647784,1,5.98167,35.9022,-3.77391,0.0191196,-0.000440771,8.91091e-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,33.6965,0,-1,0.05
10,-0.0397012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10001,1,0,6,13.7947,34.2439,12.6581,32.8219,0,0,1,12.6581,32.8219,-7.99194,0.151504,-0.00349006,-1.76134e-06,4,2,1,33.6965,0,-1,0.0498831
10,-0.0397012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10002,1,0,6,16.0951,39.9018,14.8217,38.1825,0,0,1,14.8217,38.1825,8.95679,-0.0732874,-0.000873009,9.50065e-06,4,2,1,33.6965,0,-1,0.0497811
11,-0.0398676,2,2,2,4,1,1,1,13.5453,50.478,11.0649,48.1558,0.213421,0.00553024,1,11.0649,48.1558,7.87874,-0.110916,0.000206881,9.29357e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,33.125,0,-1,0.05
11,-0.0398676,1,3,3,2,1,1,1,5.76598,31.7766,4.01009,30.0307,0.186772,0.00444144,1,4.01009,30.0307,2.96834,-0.0289143,-0.00132645,-2.16744e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,33.125,0,-1,0.05
11,-0.0398676,1,4,3,1,1,1,1,5.14655,79.1876,3.99653,79.4071,0.302374,0.00477194,1,3.99653,79.4071,-0.71719,-0.0629526,-0.000725148,-1.39155e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,33.125,0,-1,0.05
11,-0.0398676,1,5,2,3,1,1,1,7.42646,35.2309,5.98063,34.9004,0.194375,0.0057659,1,5.98063,34.9004,-3.75573,0.0177153,-0.000394006,8.02736e-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,33.125,0,-1,0.05
11,-0.0398676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10001,1,0,6,13.5709,35.9016,12.0918,34.7977,0,0,1,12.0918,34.7977,-7.83427,0.144734,-0.00375033,8.87847e-06,4,2,1,33.125,0,-1,0.05
11,-0.0398676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10002,1,0,6,16.1212,40.0933,14.2483,39.1973,0,0,1,14.2483,39.1973,8.96176,-0.0754149,-0.000878914,1.12241e-05,4,2,1,33.125,0,-1,0.05
12,-0.0398203,2,2,2,4,1,1,1,13.2904,48.4341,10.0656,47.1696,0.233155,0.00506058,1,10.0656,47.1696,7.79311,-0.106726,0.000112373,9.35062e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,32.5361,0,-1,0.05
12,-0.0398203,1,3,3,2,1,1,1,5.71317,31.7386,3.00846,30.0335,0.181909,0.00454143,1,3.00846,30.0335,2.96111,-0.030596,-0.00130547,-2.22707e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,32.5361,0,-1,0.05
12,-0.0398203,1,4,3,1,1,1,1,5.15738,81.9082,2.99721,80.3386,0.295159,0.00487846,1,2.99721,80.3386,-0.752656,-0.0629617,-0.000730446,-1.40566e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,32.5361,0,-1,0.107342
12,-0.0398203,1,5,2,3,1,1,1,7.42595,33.7294,4.98216,33.8952,0.193806,0.0058313,1,4.98216,33.8952,-3.7379,0.0170295,-0.000361916,8.85681e-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,32.5361,0,-1,0.05
12,-0.0398203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10001,1,0,6,13.3243,34.201,11.5247,33.7869,0,0,1,11.5247,33.7869,-7.69295,0.131233,-0.00322701,1.73957e-06,4,2,1,32.5361,0,-1,0.05
12,-0.0398203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10002,1,0,6,15.7608,39.8902,13.6733,38.2126,0,0,1,13.6733,38.2126,8.98606,-0.0887101,-0.000117536,-1.82868e-06,4,2,1,32.5361,0,-1,0.05
13,-0.0397247,2,2,2,4,1,1,1,13.2636,46.7449,10.0769,46.2032,0.247453,0.00407041,1,10.0769,46.2032,7.73191,-0.105641,9.36273e-05,1.17776e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,31.943,0,-1,0.05
13,-0.0397247,1,3,3,2,1,1,1,5.65716,31.3539,2.00679,30.0398,0.179723,0.00440197,1,2.00679,30.0398,2.94931,-0.0315265,-0.00131053,-2.40591e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,31.943,0,-1,0.110201
