frame_id,tracking_id,BB_x1,BB_y1,BB_x2,BB_y2,long_dist,lat_dist,rel_long_vel,rel_lat_vel,abs_long_vel,abs_lat_vel,ttc,size_2d_width,size_2d_height,size_3d_width,size_3d_height,viewing_angle,azimuth_angle,left_angle,right_angle,side_angle,vcs_3d_bbox_x_1,vcs_3d_bbox_x_2,vcs_3d_bbox_x_3,vcs_3d_bbox_x_4,vcs_3d_bbox_x_5,vcs_3d_bbox_x_6,vcs_3d_bbox_x_7,vcs_3d_bbox_x_8,vcs_3d_bbox_y_1,vcs_3d_bbox_y_2,vcs_3d_bbox_y_3,vcs_3d_bbox_y_4,vcs_3d_bbox_y_5,vcs_3d_bbox_y_6,vcs_3d_bbox_y_7,vcs_3d_bbox_y_8,vcs_3d_bbox_z_1,vcs_3d_bbox_z_2,vcs_3d_bbox_z_3,vcs_3d_bbox_z_4,vcs_3d_bbox_z_5,vcs_3d_bbox_z_6,vcs_3d_bbox_z_7,vcs_3d_bbox_z_8,validity_dist,validity_size_2d,validity_size_3d,validity_rel_velacc,validity_abs_velacc,validity_ttc,de_state
9,1,1110.21,601.963,1169.22,647.812,70.5555,-6.4484,0,0,14.4663,-0.972265,0,2.20467,1.67793,1.85,1.52,1.39588,5.24194,4.5433,5.93918,6.28017,70.3478,70.0818,70.3478,70.0818,75.533,75.267,75.533,75.267,-5.47394,-7.32492,-5.47394,-7.32492,-6.21915,-8.07013,-6.21915,-8.07013,1.67793,1.67793,0,0,1.67793,1.67793,0,0,1,1,1,0,0,0,4
9,2,1204.65,588.022,1245.64,631.584,166.132,-22.5938,0,0,15.3308,-2.7704,0,1.95,3.61558,1.9,1.95,0.907898,7.77505,7.32065,8.22854,8.5137,165.244,164.738,165.244,164.738,172.543,172.037,172.543,172.037,-21.2537,-23.3948,-21.2537,-23.3948,-22.9777,-25.1188,-22.9777,-25.1188,3.61558,3.61558,0,0,3.61558,3.61558,0,0,1,1,1,0,0,0,4
9,3,1167.81,599.772,1204.34,626.768,106.453,-12.8132,0,0,20.5068,-2.34877,0,2.09024,1.52,1.85,1.52,0.842923,6.88817,6.46636,7.30929,6.23921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4
9,4,921.848,564.468,1104.17,727.382,19.3613,-0.565536,0,0,15.9371,-0.305626,0,1.89835,1.65612,1.85,1.52,5.39832,1.66721,-1.03434,4.36398,0,18.9345,18.8883,18.9345,18.8883,24.383,24.3368,24.383,24.3368,0.401443,-1.51077,0.401443,-1.51077,0.269775,-1.64244,0.269775,-1.64244,1.65612,1.65612,0,0,1.65612,1.65612,0,0,1,1,1,0,0,0,4
10,1,1113.11,602.504,1172.5,648.396,70.1378,-6.50966,0,0,14.4764,-1.06012,0,2.20942,1.68296,1.87,1.68296,1.40491,5.33191,4.62874,6.03365,6.37641,70.2713,70.0044,70.2713,70.0044,75.4562,75.1893,75.4562,75.1893,-5.58423,-7.43509,-5.58423,-7.43509,-6.33178,-8.18264,-6.33178,-8.18264,1.68296,1.68296,0,0,1.68296,1.68296,0,0,1,1,1,0,0,0,4
10,2,1207.12,588.496,1247.76,632.61,165.236,-22.5788,0,0,15.9626,-2.98571,0,1.95,3.61964,1.95,2.4,0.890654,7.83884,7.39307,8.28373,8.57537,165.496,164.976,165.496,164.976,172.784,172.263,172.784,172.263,-21.5101,-23.6476,-21.5101,-23.6476,-23.2844,-25.4219,-23.2844,-25.4219,3.61964,3.61964,0,0,3.61964,3.61964,0,0,1,1,1,0,0,0,4
10,3,1171.03,600.574,1206.53,627.281,106.715,-13.0152,0,0,21.3082,-2.49629,0,2.03812,1.52,1.85,1.52,0.798745,6.97416,6.57447,7.37322,6.33357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4
10,4,924.079,565.042,1106.46,727.434,19.093,-0.582803,0,0,16.385,-0.326109,0,1.8964,1.65191,1.91277,1.65191,5.39998,1.73428,-0.968243,4.43174,0,19.1169,19.0691,19.1169,19.0691,24.5653,24.5176,24.5653,24.5176,0.373285,-1.53889,0.373285,-1.53889,0.237305,-1.67487,0.237305,-1.67487,1.65191,1.65191,0,0,1.65191,1.65191,0,0,1,1,1,0,0,0,4
11,1,1115.36,602.965,1175.65,648.914,69.9586,-6.60207,0,0,14.38,-1.11855,10.8191,2.23203,1.68537,1.87,1.68537,1.41827,5.4052,4.69532,6.11359,6.46885,70.093,69.8243,70.093,69.8243,75.2771,75.0084,75.2771,75.0084,-5.67677,-7.52736,-5.67677,-7.52736,-6.42965,-8.28024,-6.42965,-8.28024,1.68537,1.68537,0,0,1.68537,1.68537,0,0,1,1,1,0,0,1,5
11,2,1209.6,589.553,1249.16,633.305,163.723,-22.6045,0,0,13.0978,-2.75348,0,1.95,3.62823,1.95,2.4,0.876862,7.90425,7.46538,8.34224,8.61617,163.992,163.455,163.992,163.455,171.265,170.728,171.265,170.728,-21.5377,-23.6712,-21.5377,-23.6712,-23.3686,-25.5021,-23.3686,-25.5021,3.62823,3.62823,0,0,3.62823,3.62823,0,0,1,1,1,0,0,0,5
11,3,1173.54,602.204,1208.84,628.227,107.146,-13.2105,0,0,21.9895,-2.63223,0,2.03451,1.52,1.85,1.52,0.792126,7.04523,6.64886,7.44098,6.40715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5
11,4,926.374,565.725,1107.84,728.378,18.9207,-0.600054,0,0,16.1733,-0.324787,-32.728,1.83373,1.64832,1.91277,1.64832,5.37288,1.78882,-0.900253,4.47263,0,18.9453,18.896,18.9453,18.896,24.3937,24.3443,24.3937,24.3443,0.356013,-1.55612,0.356013,-1.55612,0.21549,-1.69665,0.21549,-1.69665,1.64832,1.64832,0,0,1.64832,1.64832,0,0,1,1,1,0,0,1,5
12,1,1117.71,603.896,1178.5,649.804,69.8908,-6.69831,0,0,14.3803,-1.418,11.3347,2.2516,1.68383,1.87,1.68383,1.42786,5.47948,4.76479,6.19265,6.55263,70.0268,69.7548,70.0268,69.7548,75.2096,74.9376,75.2096,74.9376,-5.77325,-7.62337,-5.77325,-7.62337,-6.53513,-8.38525,-6.53513,-8.38525,1.68383,1.68383,0,0,1.68383,1.68383,0,0,1,1,1,0,0,1,5
